id,order_id,notary_id,messaged_at,responded_at,response
465677,569964,28649,2016-08-16 19:51:01,,
465677,569964,64426,2016-08-16 19:52:29,,
465677,569964,64453,2016-08-16 19:52:59,,
465677,569964,67547,2016-08-16 20:11:20,2016-08-16 20:41:00,available
465677,569964,53403,2016-08-16 20:11:49,2016-08-16 20:14:31,available
465677,569964,39801,2016-08-16 20:12:18,2016-08-16 20:12:50,available
465858,570177,39842,2016-08-16 20:36:34,2016-08-17 01:12:43,not_available
465858,570177,52940,2016-08-16 20:37:10,,
465858,570177,51077,2016-08-16 20:38:16,,
465858,570177,65628,2016-08-16 20:38:45,,
465858,570177,65786,2016-08-16 20:39:54,,
465858,570177,44723,2016-08-16 20:40:38,,
465858,570177,71005,2016-08-16 20:42:12,,
465858,570177,65879,2016-08-16 20:42:41,2016-08-16 20:44:11,not_available
465858,570177,39879,2016-08-16 20:43:40,,
466050,570377,39053,2016-08-16 21:27:33,2016-08-16 21:28:33,available
466050,570377,60612,2016-08-16 21:28:04,2016-08-16 21:29:05,not_available
466050,570377,70362,2016-08-16 21:28:31,2016-08-16 21:30:54,not_available
466200,570535,39105,2016-08-16 22:04:19,2016-08-16 22:41:48,available
466226,570558,26300,2016-08-16 22:09:25,2016-08-16 22:10:06,available
466226,570558,26267,2016-08-16 22:13:05,2016-08-16 22:17:49,not_available
465858,570177,54502,2016-08-16 22:17:27,2016-08-16 22:19:51,not_available
465858,570177,69206,2016-08-16 22:18:33,2016-08-16 22:19:39,not_available
466246,570585,71694,2016-08-16 22:18:35,,
465858,570177,62127,2016-08-16 22:18:55,,
466251,570588,32954,2016-08-16 22:19:13,,
465858,570177,71330,2016-08-16 22:19:45,2016-08-16 23:09:13,not_available
465858,570177,36429,2016-08-16 22:20:32,2016-08-16 22:21:47,not_available
465858,570177,69348,2016-08-16 22:20:55,,
466259,570596,59209,2016-08-16 22:21:00,,
466251,570588,66680,2016-08-16 22:21:39,2016-08-16 22:22:27,available
465858,570177,67289,2016-08-16 22:21:41,,
466259,570596,32983,2016-08-16 22:22:27,,
466259,570596,44723,2016-08-16 22:22:57,,
466259,570596,32946,2016-08-16 22:23:25,2016-08-16 22:24:43,not_available
466259,570596,66765,2016-08-16 22:24:21,,
466291,570608,65677,2016-08-16 22:32:17,2016-08-16 22:32:51,available
466259,570596,32954,2016-08-16 23:10:26,2016-08-16 23:12:13,not_available
466259,570596,68939,2016-08-16 23:10:56,,
466259,570596,65879,2016-08-16 23:12:16,2016-08-16 23:12:56,available
466259,570596,40294,2016-08-16 23:12:44,,
466437,570807,51720,2016-08-16 23:26:49,2016-08-16 23:27:13,available
466437,570807,1742,2016-08-16 23:27:10,2016-08-16 23:49:33,available
466513,570794,36487,2016-08-17 00:01:21,,
466513,570794,27789,2016-08-17 00:01:45,2016-08-17 02:14:32,not_available
466513,570794,44807,2016-08-17 00:02:28,2016-08-17 00:10:04,not_available
466513,570794,59209,2016-08-17 00:05:24,,
466513,570794,66765,2016-08-17 00:05:48,,
466513,570794,71135,2016-08-17 00:06:08,,
466513,570794,70823,2016-08-17 00:06:31,2016-08-17 00:07:32,not_available
466513,570794,70312,2016-08-17 00:07:16,2016-08-17 00:08:46,not_available
466513,570794,71783,2016-08-17 00:18:32,2016-08-17 00:19:36,available
466571,570031,71015,2016-08-17 00:30:03,,
466580,570957,66657,2016-08-17 00:38:47,2016-08-17 00:41:03,available
466580,570957,32976,2016-08-17 00:39:27,,
466580,570957,36051,2016-08-17 00:42:34,2016-08-17 00:43:19,not_available
466580,570957,50133,2016-08-17 00:42:56,2016-08-17 00:47:35,not_available
466513,570794,67712,2016-08-17 00:58:26,2016-08-17 00:59:29,not_available
466513,570794,43475,2016-08-17 00:59:49,,
466755,571238,65628,2016-08-17 13:04:53,,
466755,571238,33025,2016-08-17 13:05:40,2016-08-17 13:06:12,not_available
466755,571238,33036,2016-08-17 13:06:06,2016-08-17 13:06:56,not_available
466755,571238,58365,2016-08-17 13:10:41,2016-08-17 13:15:00,not_available
466755,571238,39308,2016-08-17 13:11:07,,
466755,571238,62127,2016-08-17 13:11:31,,
466755,571238,68395,2016-08-17 13:13:41,,
466755,571238,49048,2016-08-17 13:14:34,,
466755,571238,68057,2016-08-17 13:15:53,,
466755,571238,58252,2016-08-17 13:16:15,,
466755,571238,32968,2016-08-17 13:17:06,,
465858,570177,51675,2016-08-17 14:12:29,,
465858,570177,45825,2016-08-17 14:13:09,,
465858,570177,32968,2016-08-17 14:14:15,2016-08-17 14:42:23,available
465858,570177,58252,2016-08-17 14:14:36,,
465858,570177,14311,2016-08-17 14:15:16,,
465858,570177,41768,2016-08-17 14:15:38,,
465858,570177,55070,2016-08-17 14:18:01,,
466909,571405,59676,2016-08-17 14:42:36,,
466909,571405,32981,2016-08-17 14:42:55,,
466909,571405,59209,2016-08-17 14:43:19,,
466909,571405,68982,2016-08-17 14:45:16,,
466909,571405,65677,2016-08-17 14:45:53,,
466909,571405,50684,2016-08-17 14:46:16,2016-08-17 14:46:41,available
466965,571431,39842,2016-08-17 15:11:20,,
466965,571431,65786,2016-08-17 15:12:37,,
466965,571431,65110,2016-08-17 15:13:30,,
466965,571431,32984,2016-08-17 15:13:53,,
466965,571431,41768,2016-08-17 15:15:19,,
466965,571431,9709,2016-08-17 15:15:44,2016-08-17 15:16:44,not_available
466965,571431,32958,2016-08-17 15:16:37,2016-08-17 16:26:06,not_available
466965,571431,40269,2016-08-17 15:18:26,,
466965,571431,52766,2016-08-17 15:18:51,,
466965,571431,41786,2016-08-17 15:19:45,,
466990,571487,51644,2016-08-17 15:21:38,,
466990,571487,71052,2016-08-17 15:21:56,,
466990,571487,63333,2016-08-17 15:23:00,2016-08-17 15:58:31,available
466990,571487,61756,2016-08-17 15:23:21,,
466990,571487,55511,2016-08-17 15:23:43,,
466990,571487,26398,2016-08-17 15:24:03,,
466990,571487,59103,2016-08-17 15:25:04,,
466965,571431,33002,2016-08-17 15:28:53,,
466965,571431,43489,2016-08-17 15:29:18,,
466965,571431,66483,2016-08-17 15:30:07,,
467028,571524,70362,2016-08-17 15:41:51,2016-08-17 15:42:15,not_available
467028,571524,32958,2016-08-17 15:42:16,,
467028,571524,64647,2016-08-17 15:42:43,2016-08-17 15:45:08,not_available
467028,571524,59612,2016-08-17 15:43:09,,
467028,571524,9709,2016-08-17 15:43:38,,
467028,571524,43489,2016-08-17 15:44:01,,
467028,571524,38110,2016-08-17 15:45:41,2016-08-17 19:28:34,not_available
467037,571534,64647,2016-08-17 15:47:15,,
467037,571534,9709,2016-08-17 15:48:07,,
467037,571534,70362,2016-08-17 15:48:59,2016-08-17 15:49:30,not_available
467037,571534,66483,2016-08-17 15:50:46,,
467037,571534,50360,2016-08-17 15:52:49,,
467037,571534,36429,2016-08-17 15:53:42,,
467028,571524,55265,2016-08-17 15:56:11,,
467028,571524,43477,2016-08-17 15:58:16,,
467028,571524,54875,2016-08-17 15:58:42,,
467028,571524,32920,2016-08-17 16:00:48,,
467076,571595,43470,2016-08-17 16:04:13,2016-08-17 16:04:49,not_available
467028,571524,50729,2016-08-17 16:04:33,,
467076,571595,71151,2016-08-17 16:05:09,2016-08-17 16:07:18,not_available
467076,571595,65102,2016-08-17 16:05:34,,
467076,571595,42560,2016-08-17 16:06:25,,
467095,571384,45043,2016-08-17 16:07:00,2016-08-17 16:08:24,not_available
467076,571595,70544,2016-08-17 16:07:39,2016-08-17 16:11:04,not_available
467076,571595,69764,2016-08-17 16:09:04,2016-08-17 16:10:00,not_available
467076,571595,65704,2016-08-17 16:09:33,2016-08-17 16:10:28,not_available
467095,571384,26378,2016-08-17 16:09:47,,
467076,571595,42336,2016-08-17 16:09:59,2016-08-17 16:11:24,not_available
467095,571384,54642,2016-08-17 16:10:10,2016-08-17 16:10:31,available
467076,571595,71052,2016-08-17 16:10:27,,
467076,571595,26258,2016-08-17 16:10:57,,
467076,571595,60124,2016-08-17 16:11:28,,
467076,571595,1742,2016-08-17 16:11:57,,
467028,571524,36931,2016-08-17 16:12:48,,
467076,571595,72190,2016-08-17 16:13:19,2016-08-17 16:14:34,not_available
467076,571595,38437,2016-08-17 16:13:46,,
467076,571595,51644,2016-08-17 16:14:14,,
467076,571595,36532,2016-08-17 16:15:36,,
467076,571595,67102,2016-08-17 16:16:05,,
467133,571665,70362,2016-08-17 16:19:42,2016-08-17 16:23:39,not_available
467133,571665,39842,2016-08-17 16:20:07,,
467136,571669,70362,2016-08-17 16:21:15,2016-08-17 16:22:59,available
467136,571669,39842,2016-08-17 16:21:34,,
467133,571665,41786,2016-08-17 16:21:54,,
467076,571595,64912,2016-08-17 16:22:05,2016-08-17 16:22:40,not_available
467076,571595,61541,2016-08-17 16:22:28,,
467136,571669,65786,2016-08-17 16:22:37,2016-08-17 16:27:58,not_available
467028,571524,32924,2016-08-17 16:22:52,,
467133,571665,51077,2016-08-17 16:23:12,,
467028,571524,32925,2016-08-17 16:23:18,,
467139,571618,26196,2016-08-17 16:24:11,2016-08-17 16:27:13,available
467076,571595,26378,2016-08-17 16:24:13,,
467133,571665,52940,2016-08-17 16:24:34,,
467139,571618,71052,2016-08-17 16:24:37,2016-08-17 16:25:25,available
467076,571595,71514,2016-08-17 16:25:04,,
467076,571595,61756,2016-08-17 16:25:32,,
467133,571665,44723,2016-08-17 16:26:18,,
467076,571595,55511,2016-08-17 16:26:27,,
467133,571665,65786,2016-08-17 16:26:45,2016-08-17 16:30:56,not_available
467133,571665,66765,2016-08-17 16:27:10,,
467095,571384,28649,2016-08-17 16:27:14,,
467076,571595,26270,2016-08-17 16:27:25,,
467076,571595,50381,2016-08-17 16:27:49,,
467133,571665,71694,2016-08-17 16:28:26,2016-08-17 16:47:51,not_available
467076,571595,26329,2016-08-17 16:28:43,2016-08-17 16:29:12,not_available
467133,571665,68982,2016-08-17 16:28:51,,
467095,571384,70320,2016-08-17 16:29:05,2016-08-17 17:11:16,available
467133,571665,71135,2016-08-17 16:29:41,,
467095,571384,39801,2016-08-17 16:29:48,2016-08-17 16:36:15,not_available
467028,571524,49049,2016-08-17 16:29:57,,
467133,571665,71005,2016-08-17 16:30:06,,
467095,571384,67547,2016-08-17 16:30:06,2016-08-17 16:30:31,not_available
467095,571384,50287,2016-08-17 16:30:54,2016-08-17 16:32:37,not_available
467133,571665,71783,2016-08-17 16:30:57,2016-08-17 16:42:37,not_available
467157,571701,64953,2016-08-17 16:31:09,2016-08-17 17:07:15,not_available
467095,571384,52362,2016-08-17 16:31:16,,
467095,571384,55161,2016-08-17 16:31:36,,
467157,571701,50739,2016-08-17 16:31:53,2016-08-17 16:35:02,available
467158,571691,71015,2016-08-17 16:32:23,,
467158,571691,48490,2016-08-17 16:33:13,2016-08-17 16:33:48,available
467095,571384,26299,2016-08-17 16:33:27,,
467139,571618,38119,2016-08-17 16:40:12,,
467139,571618,69764,2016-08-17 16:40:38,2016-08-17 16:45:29,not_available
467139,571618,38668,2016-08-17 16:42:59,2016-08-17 16:44:25,available
466990,571487,51176,2016-08-17 16:53:47,,
466990,571487,1787,2016-08-17 16:55:09,,
466990,571487,50508,2016-08-17 16:56:10,,
466990,571487,50471,2016-08-17 16:56:31,,
466990,571487,38119,2016-08-17 16:57:35,,
466990,571487,54962,2016-08-17 16:58:37,,
466990,571487,56028,2016-08-17 16:59:03,2016-08-17 23:15:13,available
467289,571368,33036,2016-08-17 17:07:58,2016-08-17 17:08:31,not_available
467289,571368,69514,2016-08-17 17:08:19,,
467289,571368,49048,2016-08-17 17:12:53,,
467289,571368,64253,2016-08-17 17:13:38,,
467289,571368,13068,2016-08-17 17:14:22,,
467289,571368,49047,2016-08-17 17:14:43,,
467320,571874,68086,2016-08-17 17:21:23,,
467320,571874,66654,2016-08-17 17:21:52,2016-08-17 17:22:33,available
467095,571384,53056,2016-08-17 17:22:03,,
467327,571368,33048,2016-08-17 17:22:19,,
467327,571368,70353,2016-08-17 17:22:40,2016-08-17 17:26:01,available
467095,571384,26248,2016-08-17 17:22:52,,
467327,571368,33036,2016-08-17 17:23:30,2016-08-17 17:24:04,not_available
467095,571384,26309,2016-08-17 17:23:37,2016-08-17 17:38:04,not_available
467095,571384,47667,2016-08-17 17:24:46,,
467095,571384,52363,2016-08-17 17:25:09,,
467327,571368,69514,2016-08-17 17:25:19,,
467327,571368,49048,2016-08-17 17:25:40,,
467095,571384,1696,2016-08-17 17:25:56,,
467095,571384,1734,2016-08-17 17:26:20,,
467095,571384,11204,2016-08-17 17:27:07,,
467327,571368,64253,2016-08-17 17:29:57,,
467327,571368,65178,2016-08-17 17:31:10,2016-08-17 17:31:49,not_available
467327,571368,27854,2016-08-17 17:32:14,,
467327,571368,65677,2016-08-17 17:34:48,,
467327,571368,52846,2016-08-17 17:35:09,,
467327,571368,58058,2016-08-17 17:35:52,,
467327,571368,8566,2016-08-17 17:36:30,,
467327,571368,54953,2016-08-17 17:36:54,,
467327,571368,61677,2016-08-17 17:37:46,,
467327,571368,61227,2016-08-17 17:38:53,,
467327,571368,55391,2016-08-17 17:39:19,,
467435,572005,66657,2016-08-17 17:58:43,,
467435,572005,65851,2016-08-17 17:59:06,,
467440,572007,68840,2016-08-17 17:59:25,2016-08-17 17:59:49,available
467435,572005,43483,2016-08-17 17:59:26,2016-08-17 18:00:11,available
467327,571368,67606,2016-08-17 17:59:26,,
467435,572005,36051,2016-08-17 17:59:46,2016-08-17 18:03:19,not_available
467435,572005,32976,2016-08-17 18:00:07,,
467327,571368,11950,2016-08-17 18:01:22,,
467327,571368,8878,2016-08-17 18:01:44,,
467327,571368,33047,2016-08-17 18:02:30,,
467327,571368,32946,2016-08-17 18:03:49,,
467327,571368,41121,2016-08-17 18:05:09,,
467327,571368,33049,2016-08-17 18:06:52,,
467471,572045,63528,2016-08-17 18:08:25,2016-08-17 18:08:52,available
467327,571368,58910,2016-08-17 18:12:01,,
467489,572065,40276,2016-08-17 18:12:35,,
467489,572065,40166,2016-08-17 18:13:56,,
467489,572065,35316,2016-08-17 18:14:26,,
467489,572065,14401,2016-08-17 18:14:51,,
467499,572072,38033,2016-08-17 18:15:01,,
467489,572065,60307,2016-08-17 18:15:18,,
467499,572072,65245,2016-08-17 18:15:47,2016-08-17 18:18:55,available
467499,572072,35622,2016-08-17 18:16:08,2016-08-17 18:18:51,not_available
467499,572072,56760,2016-08-17 18:16:27,2016-08-17 18:18:33,available
467499,572072,62425,2016-08-17 18:16:52,,
467489,572065,14715,2016-08-17 18:17:19,,
467489,572065,56045,2016-08-17 18:17:47,,
467499,572072,52763,2016-08-17 18:18:24,2016-08-17 20:32:41,available
467489,572065,39025,2016-08-17 18:19:16,,
467521,572101,51190,2016-08-17 18:23:59,2016-08-17 20:40:45,available
467521,572101,12705,2016-08-17 18:24:26,2016-08-17 18:25:06,available
467535,572120,63077,2016-08-17 18:28:11,2016-08-17 20:57:39,available
467535,572120,72080,2016-08-17 18:28:52,,
467545,572124,49046,2016-08-17 18:29:36,2016-08-18 00:32:28,available
467545,572124,59648,2016-08-17 18:30:04,2016-08-17 18:32:11,available
467545,572124,26208,2016-08-17 18:30:30,2016-08-17 19:00:29,available
467545,572124,26249,2016-08-17 18:30:56,2016-08-17 18:49:46,available
467545,572124,26210,2016-08-17 18:31:19,2016-08-17 18:32:00,available
449468,550630,1742,2016-08-04 19:19:00,2016-08-04 19:19:27,available
449523,551403,63620,2016-08-04 19:41:45,2016-08-04 20:20:30,available
449523,551403,39842,2016-08-04 19:42:22,,
449523,551403,65879,2016-08-04 19:42:39,2016-08-04 19:43:27,not_available
449523,551403,65110,2016-08-04 19:42:58,,
449523,551403,42069,2016-08-04 19:43:15,2016-08-04 19:43:53,not_available
449523,551403,68982,2016-08-04 19:43:32,2016-08-04 20:10:33,available
449523,551403,32928,2016-08-04 19:44:08,2016-08-04 19:44:37,available
449523,551403,32983,2016-08-04 19:44:26,2016-08-04 19:49:25,not_available
449523,551403,44723,2016-08-04 19:46:47,,
449523,551403,66680,2016-08-04 19:47:05,,
449523,551403,70974,2016-08-04 19:48:01,,
449523,551403,40294,2016-08-04 19:48:18,,
449523,551403,70659,2016-08-04 19:48:36,,
449523,551403,57922,2016-08-04 19:48:55,2016-08-04 21:07:56,not_available
449523,551403,49052,2016-08-04 19:49:12,,
449523,551403,63376,2016-08-04 19:49:30,,
449523,551403,40470,2016-08-04 19:50:04,,
449523,551403,57312,2016-08-04 19:50:41,,
449549,546509,38196,2016-08-04 19:51:00,2016-08-04 19:51:32,available
449523,551403,13172,2016-08-04 19:51:16,,
449523,551403,44149,2016-08-04 19:51:33,2016-08-04 19:51:56,available
449555,551451,26300,2016-08-04 19:53:25,2016-08-04 19:55:53,available
449555,551451,26267,2016-08-04 19:53:48,,
449555,551451,38245,2016-08-04 19:54:13,,
449555,551451,55442,2016-08-04 19:54:34,2016-08-04 19:59:43,available
449555,551451,39399,2016-08-04 19:54:57,2016-08-04 19:55:30,not_available
449555,551451,42560,2016-08-04 19:55:41,2016-08-04 20:02:11,not_available
449695,551614,50898,2016-08-04 20:39:18,,
449695,551614,59209,2016-08-04 20:40:03,,
449695,551614,51077,2016-08-04 20:41:13,,
449695,551614,32946,2016-08-04 20:45:39,,
449714,549380,33098,2016-08-04 20:45:57,,
449695,551614,68939,2016-08-04 20:46:02,,
449695,551614,55434,2016-08-04 20:46:26,2016-08-04 21:19:55,available
449695,551614,68982,2016-08-04 20:46:48,2016-08-04 21:06:15,available
449714,549380,61916,2016-08-04 20:46:49,,
449695,551614,44723,2016-08-04 20:47:09,,
449714,549380,62217,2016-08-04 20:47:23,2016-08-04 20:47:58,available
449695,551614,36487,2016-08-04 20:47:51,,
449714,549380,38780,2016-08-04 20:47:56,,
449695,551614,71051,2016-08-04 20:49:17,,
449695,551614,65677,2016-08-04 20:51:28,2016-08-04 20:54:06,available
449695,551614,70093,2016-08-04 20:52:14,,
449695,551614,40269,2016-08-04 20:52:38,,
449739,551655,55339,2016-08-04 20:55:28,2016-08-04 22:53:42,available
449739,551655,68086,2016-08-04 20:55:49,,
449739,551655,63819,2016-08-04 20:57:17,2016-08-04 20:59:20,available
449739,551655,48465,2016-08-04 20:58:57,,
449739,551655,33008,2016-08-04 20:59:17,,
449780,551703,70536,2016-08-04 21:07:09,2016-08-04 21:11:23,not_available
449780,551703,62525,2016-08-04 21:08:22,,
449780,551703,59648,2016-08-04 21:09:02,,
449780,551703,44125,2016-08-04 21:09:38,2016-08-04 21:10:53,available
449739,551655,38262,2016-08-04 21:10:36,2016-08-04 21:49:20,available
449780,551703,49046,2016-08-04 21:10:51,2016-08-04 21:12:19,available
449739,551655,41977,2016-08-04 21:11:15,2016-08-04 21:22:01,available
449739,551655,55156,2016-08-04 21:12:31,,
449739,551655,50134,2016-08-04 21:13:07,,
449739,551655,60538,2016-08-04 21:14:05,,
449739,551655,57005,2016-08-04 21:14:27,,
449739,551655,53108,2016-08-04 21:16:19,,
449739,551655,53476,2016-08-04 21:16:40,,
449739,551655,53801,2016-08-04 21:17:02,,
449739,551655,33006,2016-08-04 21:17:28,,
449739,551655,42606,2016-08-04 21:18:37,,
449739,551655,8242,2016-08-04 21:19:49,,
449739,551655,10241,2016-08-04 21:20:32,,
449739,551655,12051,2016-08-04 21:26:22,,
449739,551655,33088,2016-08-04 21:26:44,,
450030,550160,64028,2016-08-04 22:30:58,,
450030,550160,36487,2016-08-04 22:31:43,,
450030,550160,57826,2016-08-04 22:32:27,2016-08-04 22:34:00,not_available
450030,550160,41391,2016-08-04 22:33:33,,
450030,550160,41786,2016-08-04 22:34:38,,
450030,550160,55434,2016-08-04 22:35:02,2016-08-04 23:39:52,not_available
450030,550160,68982,2016-08-04 22:35:25,,
450030,550160,66680,2016-08-04 22:35:46,,
450030,550160,39842,2016-08-04 22:36:07,,
450030,550160,65677,2016-08-04 22:36:30,,
450030,550160,51077,2016-08-04 22:36:54,,
450030,550160,71051,2016-08-04 22:37:44,,
450030,550160,70823,2016-08-04 22:38:07,,
450030,550160,65110,2016-08-04 22:40:50,,
450030,550160,40269,2016-08-04 22:41:35,,
450399,552454,52205,2016-08-05 12:36:02,2016-08-05 12:36:55,available
450407,552468,41206,2016-08-05 13:03:43,,
450484,552570,26208,2016-08-05 14:17:10,2016-08-05 14:17:44,available
450484,552570,49046,2016-08-05 14:17:31,2016-08-05 16:42:41,available
450484,552570,26249,2016-08-05 14:18:37,2016-08-05 14:19:08,not_available
450505,552592,26199,2016-08-05 14:30:42,,
450676,552744,62215,2016-08-05 15:41:51,2016-08-05 15:42:47,available
450676,552744,53197,2016-08-05 15:42:08,,
450676,552744,41206,2016-08-05 15:42:24,,
450736,552829,32976,2016-08-05 16:04:41,,
450736,552829,38196,2016-08-05 16:05:02,2016-08-05 16:05:38,available
450736,552829,41757,2016-08-05 16:05:24,2016-08-05 16:07:58,available
450870,552970,59209,2016-08-05 16:57:04,2016-08-05 16:58:13,available
450870,552970,39842,2016-08-05 16:57:20,,
450870,552970,41391,2016-08-05 16:57:38,,
450870,552970,51077,2016-08-05 16:57:55,,
450871,552975,36487,2016-08-05 16:58:37,2016-08-05 16:59:28,available
450914,553021,38531,2016-08-05 17:11:43,2016-08-05 17:25:04,not_available
450914,553021,39053,2016-08-05 17:12:05,,
450914,553021,54500,2016-08-05 17:12:28,,
450914,553021,32927,2016-08-05 17:12:50,2016-08-05 17:38:07,not_available
450914,553021,63475,2016-08-05 17:13:12,2016-08-05 17:18:15,not_available
450914,553021,32980,2016-08-05 17:13:33,2016-08-05 17:33:25,not_available
450914,553021,58971,2016-08-05 17:14:18,,
450914,553021,8302,2016-08-05 17:15:02,,
450914,553021,33118,2016-08-05 17:16:27,,
450914,553021,58528,2016-08-05 17:16:49,,
450914,553021,33026,2016-08-05 17:17:32,,
450914,553021,47691,2016-08-05 17:18:59,,
450914,553021,49068,2016-08-05 17:19:21,,
450914,553021,56212,2016-08-05 17:19:43,,
450914,553021,10269,2016-08-05 17:22:02,,
451067,553187,70362,2016-08-05 18:00:18,2016-08-05 18:00:42,available
451335,553480,38037,2016-08-05 19:20:57,2016-08-05 20:53:57,not_available
451335,553480,41768,2016-08-05 19:21:20,,
451335,553480,66765,2016-08-05 19:21:41,,
451335,553480,68939,2016-08-05 19:22:02,,
451335,553480,68982,2016-08-05 19:22:25,2016-08-05 19:22:47,available
451335,553480,55434,2016-08-05 19:27:57,2016-08-05 19:32:19,available
451335,553480,59209,2016-08-05 19:28:19,,
451335,553480,51077,2016-08-05 19:29:26,2016-08-05 19:30:41,not_available
451335,553480,32984,2016-08-05 19:30:13,2016-08-05 19:30:49,not_available
451335,553480,36487,2016-08-05 19:30:34,,
451335,553480,50898,2016-08-05 19:30:58,,
451335,553480,32928,2016-08-05 19:31:20,2016-08-05 19:54:07,available
451335,553480,71694,2016-08-05 19:32:03,2016-08-05 19:33:13,available
451368,553533,65102,2016-08-05 19:32:15,2016-08-05 19:32:33,available
451368,553533,60124,2016-08-05 19:32:31,2016-08-05 20:37:08,available
451507,553668,41786,2016-08-05 20:10:12,,
451507,553668,44886,2016-08-05 20:10:56,2016-08-05 20:11:57,available
451507,553668,32984,2016-08-05 20:11:18,2016-08-05 20:22:32,not_available
451507,553668,39842,2016-08-05 20:11:40,,
451571,553739,65056,2016-08-05 20:33:42,2016-08-05 20:35:27,available
451755,553958,38040,2016-08-05 21:28:30,,
451796,553987,33113,2016-08-05 21:38:06,,
451796,553987,50369,2016-08-05 21:38:24,2016-08-05 21:39:11,available
451796,553987,50544,2016-08-05 21:38:41,2016-08-05 21:42:25,available
451796,553987,54046,2016-08-05 21:38:59,,
451796,553987,33077,2016-08-05 21:41:12,,
451796,553987,49064,2016-08-05 21:41:28,,
451796,553987,67241,2016-08-05 21:41:45,,
451796,553987,32947,2016-08-05 21:42:02,2016-08-05 21:49:58,not_available
451796,553987,33074,2016-08-05 21:43:20,,
451796,553987,32923,2016-08-05 21:43:37,,
451796,553987,8231,2016-08-05 21:43:54,,
451796,553987,33100,2016-08-05 21:44:12,2016-08-06 00:27:30,not_available
451796,553987,8262,2016-08-05 21:44:29,2016-08-05 22:31:34,available
451796,553987,65042,2016-08-05 21:45:23,,
451796,553987,36057,2016-08-05 21:45:40,2016-08-05 21:54:49,available
451796,553987,33033,2016-08-05 21:50:55,,
451796,553987,64732,2016-08-05 21:51:28,,
451796,553987,59009,2016-08-05 21:52:04,,
451796,553987,56877,2016-08-05 21:52:20,,
451796,553987,66889,2016-08-05 21:52:38,2016-08-05 21:53:51,available
451796,553987,51088,2016-08-05 21:53:48,,
451847,554030,41768,2016-08-05 21:55:43,,
451847,554030,71349,2016-08-05 21:56:28,,
451847,554030,70855,2016-08-05 21:56:49,2016-08-05 21:57:27,available
451847,554030,69131,2016-08-05 21:57:12,,
451796,553987,43488,2016-08-05 21:57:19,,
451796,553987,47686,2016-08-05 21:57:36,,
451796,553987,33078,2016-08-05 21:58:11,,
451878,554092,55480,2016-08-05 22:08:59,2016-08-05 22:18:20,available
451878,554092,29265,2016-08-05 22:09:21,2016-08-05 22:14:56,not_available
451878,554092,44536,2016-08-05 22:09:43,,
451878,554092,70855,2016-08-05 22:10:04,2016-08-05 22:10:32,available
452139,554370,64953,2016-08-05 23:47:04,2016-08-06 00:39:25,available
452139,554370,60124,2016-08-05 23:47:28,2016-08-06 00:04:11,not_available
452252,554473,59209,2016-08-06 00:53:19,,
452252,554473,32983,2016-08-06 00:54:26,2016-08-06 00:55:51,not_available
452252,554473,55434,2016-08-06 00:55:11,2016-08-06 00:59:27,not_available
452252,554473,32946,2016-08-06 00:55:54,,
452252,554473,51077,2016-08-06 00:56:39,,
452252,554473,65677,2016-08-06 00:57:02,,
452252,554473,66765,2016-08-06 00:59:16,,
452252,554473,41391,2016-08-06 00:59:39,,
452252,554473,32928,2016-08-06 01:00:22,2016-08-06 01:00:50,available
452252,554473,57826,2016-08-06 01:01:39,,
452252,554473,66680,2016-08-06 01:02:01,,
452266,554462,42249,2016-08-06 01:03:36,,
452252,554473,50684,2016-08-06 01:03:54,,
452252,554473,50898,2016-08-06 01:04:17,,
452252,554473,65879,2016-08-06 01:04:38,2016-08-06 01:05:17,available
452266,554462,8904,2016-08-06 01:05:00,,
452266,554462,51786,2016-08-06 01:05:34,,
452266,554462,58365,2016-08-06 01:05:52,2016-08-06 01:08:00,not_available
452266,554462,70242,2016-08-06 01:06:08,2016-08-06 01:08:31,not_available
452266,554462,33025,2016-08-06 01:06:41,,
452266,554462,68395,2016-08-06 01:06:57,,
452266,554462,65837,2016-08-06 01:07:49,,
452266,554462,35476,2016-08-06 01:08:21,,
452266,554462,10455,2016-08-06 01:09:08,,
452266,554462,67243,2016-08-06 01:10:13,,
452266,554462,58103,2016-08-06 01:10:45,2016-08-06 01:18:08,not_available
452266,554462,10023,2016-08-06 01:11:01,,
452266,554462,55070,2016-08-06 01:11:17,,
452266,554462,38748,2016-08-06 01:15:53,,
452266,554462,56730,2016-08-06 01:16:25,,
452266,554462,33015,2016-08-06 01:16:42,,
452266,554462,32979,2016-08-06 01:16:58,,
452266,554462,51311,2016-08-06 01:17:31,,
452266,554462,35913,2016-08-06 01:17:47,,
452266,554462,49060,2016-08-06 01:18:35,,
452439,554835,38119,2016-08-08 13:07:05,2016-08-08 14:34:40,available
452439,554835,60124,2016-08-08 13:07:26,2016-08-08 13:07:47,available
452522,554920,70855,2016-08-08 14:25:06,2016-08-08 14:25:42,available
452597,555001,69596,2016-08-08 15:04:03,2016-08-08 15:12:38,not_available
452597,555001,62401,2016-08-08 15:04:20,,
452597,555001,67241,2016-08-08 15:04:53,,
452597,555001,32938,2016-08-08 15:05:13,,
452597,555001,53421,2016-08-08 15:05:29,,
452597,555001,56469,2016-08-08 15:06:04,,
452597,555001,32994,2016-08-08 15:06:22,,
