572987,completed_status,state,company_id,notary_id,total_notary_fee,city,appointment_date,product_name,travel_distance,docs_to_notary_sent
569855,completed,TN,2,38196,70,Knoxville,8/18/16,Purchase with mortgage,2.954356589,sent
571854,completed,TN,3,50077,65,BLOUNTVILLE,8/18/16,Buyer Only Purchase Deal w/edocs,14.52431454,sent
571854,completed,TN,3,50077,65,BLOUNTVILLE,8/18/16,Buyer Only Purchase Deal w/edocs,14.52431454,sent
572987,completed,TN,0,65413,70,Memphis,8/18/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",15.88096273,sent
572987,completed,TN,0,65413,70,Memphis,8/18/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",15.88096273,sent
574536,completed,TN,2,43483,70,OAK RIDGE,8/19/16,Home purchase,22.91155914,sent
563047,canceled,AL,1,53403,25,Titus,8/12/16,Refinance - No Faxbacks,26.55635628,sent
575269,completed,TN,1,66415,65,Memphis,8/19/16,Purchase with mortgage,8.688261353,sent
583689,completed,TN,1,66415,65,Memphis ,8/29/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",10.39467817,sent
583710,completed,TN,1,66415,70,Memphis ,8/29/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",10.39467817,sent
585212,completed,TN,3,72362,70,Ooltewah,8/25/16,Buyer Only Purchase Deal w/edocs,5.873359989,direct_links
546097,did_not_sign,TN,2,70823,42.5,CHARLOTTE ,8/8/16,Refinance,22.54774156,sent_by_client
585219,completed,TN,2,36487,70,NASHVILLE,8/24/16,Home purchase,9.392399748,sent
585596,completed,TN,1,48490,70,Memphis,8/25/16,Purchase with mortgage,5.059097178,sent
588914,completed,TN,2,71015,65,COLLIERVILLE,8/25/16,Home purchase,14.10364904,sent
588953,completed,TN,3,71015,65,MEMPHIS,8/27/16,Buyer Only Purchase Deal w/edocs,2.198118425,sent
573685,canceled,AL,1,62215,50,Huntsville,8/19/16,Refinance - No Faxbacks,8.384374281,sent_by_client
544784,canceled,AL,1,38240,45,mobile,8/2/16,Refinance - No Faxbacks,18.15428384,sent_by_client
548272,canceled,AL,1,26223,75,PIEDMONT,8/4/16,Refinance - No Faxbacks,14.3365121,sent_by_client
552744,canceled,AL,1,62215,60,Madison,8/6/16,Refinance - No Faxbacks,6.104430391,sent_by_client
559306,canceled,AL,1,55255,50,Semmes,8/11/16,Refinance - No Faxbacks,12.8218418,sent_by_client
591423,completed,TN,3,71862,70,CLARKSVILLE,8/29/16,Buyer Only Purchase Deal w/edocs,2.768169181,sent
593582,completed,TN,3,41303,70,Goodlettsville,8/27/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",5.879484635,sent_by_client
595445,completed,TN,1,72140,70,Franklin,8/30/16,PURCHASE WITH FAX BACKS,15.6114119,direct_links
543058,completed,TN,2,33025,70,Jamestown,8/4/16,Buyer Only Purchase Deal w/edocs,11.77892364,direct_links
545590,completed,TN,1,33025,70,Hilham,8/3/16,Buyer Only Purchase Deal w/edocs,23.41310482,sent
561628,canceled,AL,1,51720,50,Northport,8/12/16,Refinance - No Faxbacks,8.728480884,sent_by_client
545920,completed,TN,1,33008,75,Kingsport,8/3/16,PURCHASE WITH FAX BACKS,3.309079704,sent_by_client
547132,completed,TN,3,50684,75,NASHVILLE,8/3/16,Buyer Only Purchase Deal w/edocs,6.114867847,sent
547390,completed,TN,1,43483,75,Lake City,8/4/16,Purchase with mortgage,29.5809684,sent
548309,canceled,TN,0,71694,0,Joelton,8/3/16,Refi- Email Docs - PARTIAL FAX BACKS REQUIRED,6.103868198,
549395,completed,TN,3,33036,70,PORTLAND,8/4/16,Buyer Only Purchase Deal w/edocs,26.90580445,sent
556106,completed,TN,3,67546,70,MUNFORD,8/9/16,Buyer Only Purchase Deal w/edocs,23.49332509,sent
566982,completed,TN,2,71694,75,NASHVILLE,8/16/16,Home purchase,12.59183401,sent
566982,completed,TN,2,71694,75,NASHVILLE,8/16/16,Home purchase,12.59183401,sent
569236,completed,TN,1,33008,70,Kingsport,8/18/16,PURCHASE WITH FAX BACKS,1.868600989,sent
569236,completed,TN,1,33008,70,Kingsport,8/18/16,PURCHASE WITH FAX BACKS,1.868600989,sent
576344,completed,TN,0,59209,75,Goodlettsville,8/20/16,"Refi, NO scan/fax backs (edocs)",12.82255618,sent_by_client
577216,completed,TN,1,71349,75,Chattanooga,8/24/16,Refi -No Fax Back -avg 200 pages,2.213091821,sent
576413,completed,AL,3,44125,90,Mobile,8/19/16,Refinance - No Faxbacks,11.79092461,at_closing
575133,completed,AL,3,51720,90,Northport,8/19/16,Refinance - No Faxbacks,3.890410784,at_closing
597580,completed,AL,3,44125,90,Mobile,8/31/16,Refinance - No Faxbacks,11.79092461,at_closing
577724,completed,AL,3,63528,90,Enterprise,8/24/16,Refinance - No Faxbacks,23.16399371,sent
578808,completed,AL,3,51190,90,Montgomery,8/21/16,Refinance - No Faxbacks,4.830622858,sent_by_client
545703,completed,AL,3,44125,90,Mobile,8/1/16,Refinance - No Faxbacks,11.79092461,sent
555783,completed,AL,3,44125,90,Mobile,8/11/16,Refinance - No Faxbacks,11.79092461,sent
579563,completed,AL,3,44125,90,Mobile,8/22/16,Refinance - No Faxbacks,11.79092461,sent
589892,completed,AL,3,44125,90,Mobile,8/25/16,Refinance - No Faxbacks,11.79092461,emailed_to_notary
577851,completed,TN,2,51211,75,Chattanooga ,8/22/16,Refi -No Fax Back -avg 200 pages,0.569544621,direct_links
580343,completed,TN,1,50077,75,Bristol,8/24/16,Refi -No Fax Back -avg 200 pages,5.749725885,sent
586515,completed,TN,1,65786,70,Murfreesboro,8/26/16,Refinance - No Faxbacks,1.296265128,sent
592881,completed,TN,0,33114,70,Shelbyville,8/29/16,Refi - Fax Back - maximum 200 pages,5.451159617,sent
594706,completed,TN,1,67546,75,Bartlett ,8/29/16,Refinance - No Faxbacks,19.04724238,direct_links
595657,on_hold,AL,0,62215,45,Hunstville,8/30/16,Refi - Fax Back - maximum 200 pages,10.54154836,sent
594756,completed,TN,1,41757,75,Knoxville,8/30/16,Refinance - No Faxbacks,1.409186711,sent
571595,canceled,AL,1,,45,Sylacauga,8/17/16,Refi - Fax Back - maximum 200 pages,,
571595,canceled,AL,1,,45,Sylacauga,8/17/16,Refi - Fax Back - maximum 200 pages,,
545461,completed,TN,0,52023,80,Mcminnville,8/8/16,PURCHASE WITH FAX BACKS,24.41545905,sent_by_client
545561,completed,TN,0,68086,75,Gray,8/2/16,Buyer only purchase w/edocs,6.761403026,sent
547295,completed,TN,3,41757,75,Knoxville,8/3/16,Full purchase,8.044494735,sent
548544,completed,TN,2,55480,80,Chattanooga,8/5/16,Buyer only purchase w/edocs,6.236884963,sent_by_client
563773,completed,AL,2,55442,300,Montgomery,8/17/16,Refi - Fax Back - maximum 200 pages,7.681876061,sent_by_client
563773,completed,AL,2,55442,300,Montgomery,8/17/16,Refi - Fax Back - maximum 200 pages,7.681876061,sent_by_client
548781,completed,TN,0,66415,80,MEMPHIS,8/5/16,Full purchase,17.78996535,sent
550713,canceled,AL,1,69645,47, Madison,8/9/16,Out of StateRefi Loan Signing,16.8545482,sent_by_client
573941,completed,AL,3,38437,90,Birmingham,8/25/16,Refi - Fax Back - maximum 200 pages,17.59903397,sent
549315,completed,TN,0,38196,80,Maryville,8/8/16,Full purchase,20.51224584,sent
549925,completed,TN,3,69893,75,CLARKSVILLE,8/5/16,Buyer Only Purchase Deal w/edocs,616.0285893,sent
550422,completed,TN,0,38196,75,Oak Ridge,8/5/16,Purchase with mortgage,15.2745784,emailed_to_notary
561509,completed,AL,2,65102,175,Birmingham,8/19/16,Refi - Fax Back - maximum 200 pages,7.412308992,sent_by_client
578975,completed,AL,2,26267,175,Montgomery,8/26/16,Refi - Fax Back - maximum 200 pages,3.519092037,sent_by_client
550721,completed,TN,1,50684,80,Nashville,8/8/16,Full purchase,2.79199661,sent_by_client
564719,on_hold,TN,3,39842,100,Arrington ,8/15/16,seller only Purchase w/FAX/SCAN BACKS,10.74891635,
564719,on_hold,TN,3,39842,100,Arrington ,8/15/16,seller only Purchase w/FAX/SCAN BACKS,10.74891635,
565257,did_not_sign,TN,0,40618,85,Memphis,8/22/16,Full purchase,9.008828116,sent_by_client
553187,completed,TN,3,70362,80,LAWRENCEBURG ,8/8/16,Buyer Only Purchase Deal w/edocs,13.5837489,sent
528189,completed,AL,1,26246,80,Chickasaw,8/1/16,Seller only Purchase w/FAX/SCAN BACKS,6.359732656,sent
541656,completed,AL,1,60124,80,Mountain Brook,8/2/16,Seller only Purchase w/FAX/SCAN BACKS,10.77390172,direct_links
554009,completed,TN,0,39842,80,MURFREESBORO,8/10/16,Full purchase,13.0446419,sent
554068,completed,TN,0,52940,75,SPRING HILL,8/9/16,Full purchase,24.70210904,sent
555957,completed,TN,0,52940,75,Spring Hill,8/11/16,Full purchase,23.65296079,sent
555985,completed,TN,0,62783,80,SPRINGFIELD,8/10/16,Full purchase,20.26735,sent
548967,completed,AL,0,51225,80,Gulf Shores,8/3/16,Purchase with mortgage,17.68963155,sent
567072,did_not_sign,TN,2,36487,40,Antioch,8/29/16,Buyer Only Purchase Deal w/edocs,11.93533004,direct_links
556156,completed,TN,0,66415,80,Memphis,8/10/16,Full purchase,5.250528464,sent
559317,completed,TN,1,61263,80,Clarksville,8/16/16,Full purchase,2.401145318,sent_by_client
587228,completed,AL,1,26246,80,Mobile,8/26/16,seller only Purchase w/FAX/SCAN BACKS,11.32777083,sent
589051,completed,AL,1,60124,80,Birmingham,8/30/16,seller only Purchase w/FAX/SCAN BACKS,16.39619277,sent
559317,completed,TN,1,61263,75,Clarksville,8/16/16,Full purchase,2.401145318,sent_by_client
553312,completed,AL,1,45117,85,Gulf Shores,8/8/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",3.455258469,sent_by_client
560577,completed,TN,1,65436,75,Memphis,8/11/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",1.823209987,sent
560694,completed,TN,1,43483,80,ALCOA,8/11/16,Purchase with mortgage,2.655428592,sent_by_client
570377,completed,TN,0,39053,80,Savannah,8/25/16,Purchase,23.30186738,sent_by_client
571618,completed,AL,0,71052,85,Gardendale,8/17/16,Purchase with mortgage,9.235078243,sent
573953,completed,TN,3,45305,80,Hermitage,8/22/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",7.600630732,sent
574036,completed,TN,0,65628,75,Cookeville,8/22/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",0.333468112,sent_by_client
575308,completed,AL,0,51720,90,Tuscaloosa,8/24/16,Refi,4.434497295,sent_by_client
575492,completed,TN,1,65879,75,Gallatin,8/19/16,Buyer only purchase w/edocs,23.42296449,sent_by_client
533298,completed,AL,0,71262,90,Cottondale,8/11/16,Refi - Email Out of State- NO FAX BACKS REQUIRED,6.503867245,sent
579265,completed,TN,1,40361,80,Bartlett,8/25/16,Refi -No Fax Back -avg 200 pages,12.6411568,sent_by_client
577501,completed,AL,0,53197,90,Huntsville,8/20/16,Refi - Email Out of State- NO FAX BACKS REQUIRED,19.43808831,sent
560813,completed,AL,0,51644,90,Birmingham,8/12/16,Refi - NO FAX BACKS REQUIRED,8.017565605,sent
579779,completed,TN,3,40269,80,SPRING HILL,8/27/16,Buyer Only Purchase Deal w/edocs,2.369698169,direct_links
582866,completed,TN,2,65786,80,NASHVILLE,8/23/16,Home purchase,18.35796343,sent
564591,completed,AL,1,49046,90,Spanish Fort,8/15/16,Refi -No Fax Back -avg 200 pages,11.56382132,sent
545249,completed,AL,1,71151,90,Pelham,8/3/16,Refi -No Fax Back -avg 200 pages,10.53209031,sent
556177,completed,AL,1,62215,90,Madison,8/10/16,Refi -No Fax Back -avg 200 pages,6.048546647,emailed_to_notary
584940,completed,AL,1,68959,90,Montgomery,8/26/16,Refi -No Fax Back -avg 200 pages,3.159513108,sent
564591,completed,AL,1,49046,90,Spanish Fort,8/15/16,Refi -No Fax Back -avg 200 pages,11.56382132,sent
582883,completed,TN,2,59209,75,White House,8/25/16,PURCHASE WITH FAX BACKS,9.052064747,sent_by_client
587287,completed,TN,1,52940,75,Nashville,8/25/16,Refinance Signing w/ E-docs,27.50976785,sent
593047,completed,TN,2,49060,80,KNOXVILLE,8/26/16,Home purchase,5.686037739,sent
589171,completed,AL,0,1742,90,Mc Calla,8/26/16,Refi- Email Docs - PARTIAL FAX BACKS REQUIRED,2.11201062,sent
541502,completed,AL,2,26269,90,Smiths Station,8/3/16,Refinance,1.248015864,sent
560126,completed,AL,2,65930,90,Helena,8/12/16,Refinance,8.826439348,sent
593108,completed,TN,1,65786,80,MURFREESBORO,8/27/16,PURCHASE WITH FAX BACKS,6.862470665,sent_by_client
595223,completed,TN,0,32950,80,Silver Point,8/29/16,Home purchase,11.63032494,sent
572045,completed,AL,2,63528,90,Dothan,8/25/16,Refinance,3.091095985,sent
546815,completed,AL,2,67971,90,Sylacauga,8/3/16,Refinance,16.21880342,sent
574301,completed,AL,2,71052,90,Birmingham,8/26/16,Refinance,7.30225841,sent
577942,completed,AL,2,71052,90,Besemer,8/26/16,Refinance,22.36722119,sent
540973,completed,TN,3,70823,80,dickson,8/3/16,seller only Purchase w/FAX/SCAN BACKS,32.25859857,sent
542218,completed,TN,3,65677,80,Mount Juliet,8/15/16,seller only Purchase w/FAX/SCAN BACKS,7.542453591,direct_links
561922,completed,AL,2,50381,90,Oxford,8/22/16,Refinance,10.39924406,sent
542218,completed,TN,3,65677,85,Mount Juliet,8/15/16,seller only Purchase w/FAX/SCAN BACKS,7.542453591,direct_links
544884,completed,TN,3,39842,85,Murfreesborro,8/5/16,seller only Purchase w/FAX/SCAN BACKS,7.328604843,sent
586060,completed,AL,2,71514,90,Hoover,8/30/16,Refinance,3.225470522,sent
545187,completed,TN,3,65786,85,Franklin,8/3/16,PURCHASE WITH FAX BACKS,18.45881747,sent_by_client
553568,canceled,TN,1,,100,Atoka,8/6/16,Refinance,,
573796,completed,AL,2,65930,90,Alabaster,8/25/16,Refinance,14.24174638,sent
593468,completed,AL,2,63528,90,Daleville,8/31/16,Refinance,16.68226108,sent
550963,completed,AL,2,59648,225,DAPHNE,8/4/16,Refi,4.632237192,
545727,completed,TN,3,70855,80,Soddy Daisy,8/2/16,PURCHASE WITH FAX BACKS,8.894903336,sent_by_client
546785,completed,TN,0,32974,80,Memphis,8/3/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",5.379619789,overnighted
547297,completed,TN,1,43479,85,Signal Mountain,8/4/16,Full purchase,11.39197754,sent
547687,completed,TN,3,59209,85,Le Banon,8/3/16,seller only Purchase w/FAX/SCAN BACKS,15.54496039,sent
554241,canceled,TN,0,,0,Jefferson City,8/11/16,Refi- Email Docs - PARTIAL FAX BACKS REQUIRED,7.871661478,
548115,completed,TN,0,64028,85,Mount Juliet,8/3/16,Full purchase,16.77645201,direct_links
549380,completed,TN,1,44886,80,Kingston Springs,8/18/16,Full purchase,19.55735338,sent
549380,completed,TN,1,44886,80,Kingston Springs,8/18/16,Full purchase,19.55735338,sent
549426,completed,TN,3,66415,85,Memphis,8/9/16,Full purchase,3.770097693,sent_by_client
550431,completed,TN,1,69596,85,Lakeland,8/4/16,Full purchase,6.564818311,sent
550498,completed,TN,3,66415,85,Colliervillie,8/4/16,Purchase with mortgage,5.310948466,sent
552214,completed,TN,3,50684,80,Madison,8/4/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",8.489313963,sent_by_client
579330,on_hold,AL,0,72275,70,Jasper,8/31/16,Refi,23.32605157,
548141,completed,AL,2,51190,90,Prattville,8/4/16,Refinance - No Faxbacks,16.97194044,direct_links
553108,completed,TN,0,32974,80,Memphis,8/8/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",7.99927676,sent
555001,completed,TN,1,71015,85,Rossville,8/31/16,Full purchase,20.70253902,sent_by_client
555200,completed,TN,0,27789,85,"SPRINGFIELD,",8/10/16,Full purchase,6.63050263,sent
556203,completed,TN,0,48490,85,Collierville,8/12/16,Full purchase,18.38953666,sent
556339,completed,TN,2,49060,80,LENOIR CITY,8/8/16,Home purchase,13.09315357,sent
556352,completed,TN,0,70353,80,PORTLAND,8/17/16,Full purchase,16.65408649,sent
543596,canceled,AL,2,,100,DAPHNE,8/2/16,refi ,,
566036,completed,AL,0,62215,90,Huntsville,8/16/16,Refi - Email Out of State- NO FAX BACKS REQUIRED,16.56054658,sent
566036,completed,AL,0,62215,90,Huntsville,8/16/16,Refi - Email Out of State- NO FAX BACKS REQUIRED,16.56054658,sent
556352,completed,TN,0,70353,80,PORTLAND,8/17/16,Full purchase,16.65408649,sent
557519,completed,TN,2,41391,85,ANTIOCH,8/9/16,Home purchase,279.9469616,sent
559611,completed,TN,0,50077,85,JOHNSON CITY,8/12/16,Refi,21.66671021,sent
562350,completed,TN,3,36487,85,Brentwood,8/11/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",14.44821935,sent
562519,completed,TN,0,66415,85,GERMANTOWN,8/15/16,Refi,6.459897837,sent
526264,did_not_sign,AL,3,45117,100,Lillian,8/3/16,Refi - Edocs,14.85445706,direct_links
562519,completed,TN,0,66415,85,GERMANTOWN,8/15/16,Refi,6.459897837,sent
562566,completed,TN,0,47680,80,SODDY DAISY,8/16/16,Purchase with mortgage,8.624640145,sent_by_client
557433,completed,AL,3,70276,95,ARDMORE,8/10/16,Refinance - No Faxbacks,24.6623123,sent
577849,completed,AL,3,70665,95,ALBERTVILLE,8/22/16,Refinance - No Faxbacks,45.80508495,sent
539927,did_not_sign,AL,3,12968,90,Lexington,8/3/16,Refi - Edocs,19.92658206,direct_links
540392,did_not_sign,AL,3,26265,90,Bessemer,8/6/16,Refi - Edocs,6.08064299,direct_links
562566,completed,TN,0,47680,80,SODDY DAISY,8/16/16,Purchase with mortgage,8.624640145,sent_by_client
563803,completed,TN,1,43485,85,Maryville,8/12/16,Refinance - No Faxbacks,6.98409018,sent
576184,completed,AL,2,38245,95,Shorter,8/22/16,Refi - Fax Back - maximum 200 pages,6.707827542,sent_by_client
543231,canceled,AL,3,26210,90,Mobile,8/10/16,Refi - Edocs,1.467974959,
562789,completed,AL,2,38033,95,Enterprise,8/15/16,Refi - Fax Back - maximum 200 pages,4.082535189,sent_by_client
562789,completed,AL,2,38033,95,Enterprise,8/15/16,Refi - Fax Back - maximum 200 pages,4.082535189,sent_by_client
564954,completed,TN,3,41757,85,Knoxville,8/15/16,Refinance E-Docs/No Faxbacks,5.743930105,overnighted
564954,completed,TN,3,41757,85,Knoxville,8/15/16,Refinance E-Docs/No Faxbacks,5.743930105,overnighted
566974,completed,TN,1,70823,80,Clarksville ,8/18/16,Refinance - No Faxbacks,10.52404851,sent_by_client
566974,completed,TN,1,70823,80,Clarksville ,8/18/16,Refinance - No Faxbacks,10.52404851,sent_by_client
567286,completed,TN,3,32983,85,Arrington ,8/15/16,seller only Purchase w/FAX/SCAN BACKS,13.37656195,sent
549360,did_not_sign,AL,3,62215,90,MADISON,8/8/16,Refi - Edocs,3.897531848,direct_links
567286,completed,TN,3,32983,85,Arrington ,8/15/16,seller only Purchase w/FAX/SCAN BACKS,13.37656195,sent
556834,canceled,TN,3,,-1,Johnson City,8/8/16,Refinance,,
551451,completed,AL,3,26300,95,MONTGOMERY,8/6/16,Refi,7.202859033,sent
552570,completed,AL,3,26208,95,FAIRHOPE,8/6/16,Refi,11.8756977,sent
573791,completed,AL,3,65930,95,MCCALLA,8/19/16,Refi,9.936539554,sent
576190,completed,AL,3,62215,95,HUNTSVILLE,8/22/16,Refi,8.49610842,sent
583019,completed,AL,3,72190,95,SYLACAUGA,8/26/16,Refi,23.75834927,sent
579615,completed,AL,0,38308,95,Oxford,8/25/16,Refi - Email Out of State- NO FAX BACKS REQUIRED,4.900079465,sent
568114,completed,TN,0,65677,80,HERMITAGE,8/18/16,Refi,16.03560794,sent
568114,completed,TN,0,65677,80,HERMITAGE,8/18/16,Refi,16.03560794,sent
569183,completed,TN,0,39842,85,Murfeesboro,8/17/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",9.11614963,sent
546821,completed,AL,2,26246,95,MOBILE,8/11/16,"Refi, NO scan/fax backs (edocs)",10.93606497,sent_by_client
560199,completed,AL,2,68840,95,HUNTSVILLE,8/19/16,"Refi, NO scan/fax backs (edocs)",5.066516385,sent_by_client
565331,completed,AL,2,65930,95,BIRMINGHAM,8/18/16,"Refi, NO scan/fax backs (edocs)",18.66281659,sent_by_client
569183,completed,TN,0,39842,85,Murfeesboro,8/17/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",9.11614963,sent
569246,completed,TN,0,65251,80,"BELL BUCKLE,",8/18/16,Refi,15.92078432,sent
569246,completed,TN,0,65251,80,"BELL BUCKLE,",8/18/16,Refi,15.92078432,sent
570129,completed,TN,3,32938,85,Memphis,8/17/16,seller only Purchase w/FAX/SCAN BACKS,12.13362095,sent
570129,completed,TN,3,32938,85,Memphis,8/17/16,seller only Purchase w/FAX/SCAN BACKS,12.13362095,sent
570177,completed,TN,0,52023,85,Mcminnville,8/25/16,Refi,24.41545905,sent_by_client
572957,completed,TN,0,65879,80,GALLATIN,8/25/16,Refi,23.77222463,sent
574629,completed,TN,3,59295,80,Clarksville,8/19/16,seller only Purchase w/FAX/SCAN BACKS,4.961114185,sent
564582,did_not_sign,AL,3,68840,90,Meridianville,8/22/16,Refi - Edocs,6.715084838,direct_links
574856,completed,TN,3,52940,85,"MURFREESBORO,",8/23/16,seller only Purchase w/FAX/SCAN BACKS,2.843194595,sent
519067,did_not_sign,AL,3,71151,90,Rockford,8/6/16,Refi - Edocs,36.73777815,sent
575243,completed,TN,0,66415,85,"CORDOVA,",8/24/16,Refi,12.07628945,sent
575777,completed,TN,1,69596,85,Munford,8/19/16,Refinance - No Faxbacks,19.08828078,sent
577486,completed,TN,0,62783,80,LYLES,8/24/16,Refi,35.47210612,emailed_to_notary
577810,completed,TN,3,50684,80,Nashville,8/22/16,seller only Purchase w/FAX/SCAN BACKS,11.91569533,sent
579286,completed,TN,1,66654,85,Greenville,8/23/16,Refi - Fax Back - maximum 200 pages,7.860543455,sent
580036,completed,TN,3,67546,85,Cordova,8/22/16,seller only Purchase w/FAX/SCAN BACKS,12.14049385,sent
582026,completed,TN,3,59209,85,Gallatin,8/26/16,seller only Purchase w/FAX/SCAN BACKS,4.267822136,sent
583072,completed,TN,0,38196,80,"KNOXVILLE,",8/26/16,Refi,10.09384696,sent
584374,completed,TN,0,52940,80,MURFREESBORO,8/24/16,Refi,2.478165115,sent
585142,completed,TN,0,71349,85,Jasper,8/24/16,Refi,19.45718669,sent
585190,completed,TN,0,53421,85,BARTLETT,8/25/16,Refi,5.084544966,sent
537054,open,AL,3,51720,90,Northport,8/1/16,Refi - Edocs,3.448589293,
585202,completed,TN,0,65879,85,BRENTWOOD,8/25/16,Refi,14.99629498,sent
588309,completed,TN,1,42404,80,Newport,8/29/16,Seller only Purchase w/FAX/SCAN BACKS,22.97425937,sent
592069,completed,TN,3,32983,80,Murfreesboro,8/26/16,seller only Purchase w/FAX/SCAN BACKS,14.5786681,sent
597219,completed,TN,3,71015,85,Collierville,8/31/16,seller only Purchase w/FAX/SCAN BACKS,14.3203532,sent
506760,completed,TN,1,71349,90,ATHENS,8/26/16,PURCHASE WITH FAX BACKS,37.94109299,sent
507902,completed,TN,2,52940,90,Antioch,8/26/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",16.168795,sent_by_client
559756,canceled,TN,0,71694,0,Nashville,8/13/16,Refi- Email Docs - PARTIAL FAX BACKS REQUIRED,4.842828616,
526000,completed,TN,2,70362,85,LAWRENCEBURG,8/8/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",14.16816655,sent_by_client
528121,completed,TN,1,55339,85,Piney Flats,8/1/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",13.22201259,sent_by_client
530381,completed,TN,1,59209,90,NASHVILLE,8/2/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",27.7441899,sent
531262,completed,TN,0,65879,90,Goodlettsville,8/2/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",20.66907668,sent
581936,completed,AL,2,64953,95,Chelsea,8/24/16,"Refi, NO scan/fax backs (edocs)",22.35175342,sent_by_client
565331,completed,AL,2,65930,95,BIRMINGHAM,8/18/16,"Refi, NO scan/fax backs (edocs)",18.66281659,sent_by_client
531457,completed,TN,3,50077,90,Blountville,8/3/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",11.86838125,sent
537600,completed,TN,2,59676,85,Hermitage,8/4/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",8.55185668,sent_by_client
593225,completed,AL,2,55442,95,MONTGOMERY,8/29/16,"Refi, WITH scan/fax backs (edocs)",6.15602928,sent_by_client
539025,completed,TN,2,59676,85,NASHVILLE,8/5/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",2.552307296,sent_by_client
539064,completed,TN,3,32974,90,Memphis,8/3/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",1.855439322,sent
561274,canceled,TN,0,71694,-1,Nashville,8/16/16,Refi- Email Docs - PARTIAL FAX BACKS REQUIRED,3.612984954,
561274,canceled,TN,0,71694,-1,Nashville,8/16/16,Refi- Email Docs - PARTIAL FAX BACKS REQUIRED,3.612984954,
572120,canceled,AL,3,70665,90,Madison,8/23/16,Refi - Edocs,6.986747652,
539777,completed,TN,2,66657,90,POWELL ,8/1/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",13.46054745,sent_by_client
540128,completed,TN,2,33025,90,COOKEVILLE ,8/1/16,Full purchase,26.04204472,sent_by_client
541606,completed,TN,0,32984,85,FRANKLIN,8/4/16,Full purchase,13.48113219,sent
542979,completed,TN,1,66657,85,KNOXVILLE,8/18/16,Full purchase,22.1746713,sent
561703,did_not_sign,TN,3,38531,125,Dyer,8/22/16,Refinance,33.34744763,sent
542979,completed,TN,1,66657,85,KNOXVILLE,8/18/16,Full purchase,22.1746713,sent
547131,completed,TN,0,36051,90,Oak Ridge,8/3/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",15.80120125,overnighted
560067,completed,TN,3,63620,90,Bell Buckle,8/11/16,Refi - Fax Back - maximum 200 pages,19.80205827,sent
560490,completed,TN,3,71349,90,Jasper,8/17/16,Standard Refi. 95-110 pgs. NO Faxbacks. Docs emailed to you.,19.80518617,sent
547639,did_not_sign,AL,3,26246,90,Fairhope,8/10/16,Refi - Edocs,29.87872375,sent
560490,completed,TN,3,71349,90,Jasper,8/17/16,Standard Refi. 95-110 pgs. NO Faxbacks. Docs emailed to you.,19.80518617,sent
560927,completed,TN,2,59676,85,NASHVILLE,8/18/16,Refinance,5.291183005,sent_by_client
560927,completed,TN,2,59676,85,NASHVILLE,8/18/16,Refinance,5.291183005,sent_by_client
562030,completed,TN,0,52940,90,MURFREESBORO,8/15/16,REFINANCE LOAN SIGNING,3.380806131,sent
551781,canceled,AL,3,71151,90,Pelham,8/10/16,Refi - Edocs,13.90607023,
562030,completed,TN,0,52940,90,MURFREESBORO,8/15/16,REFINANCE LOAN SIGNING,3.380806131,sent
564335,completed,TN,3,43485,90,Knoxville,8/15/16,Standard Refi. 95-110 pgs. NO Faxbacks. Docs emailed to you.,7.259859046,sent
564335,completed,TN,3,43485,90,Knoxville,8/15/16,Standard Refi. 95-110 pgs. NO Faxbacks. Docs emailed to you.,7.259859046,sent
566521,completed,TN,3,44807,85,Nashville,8/16/16,Standard Refi. 95-110 pgs. NO Faxbacks. Docs emailed to you.,8.948023206,sent
566521,completed,TN,3,44807,85,Nashville,8/16/16,Standard Refi. 95-110 pgs. NO Faxbacks. Docs emailed to you.,8.948023206,sent
